analysis_version,book_id,page_id,viewer_page,fragment_id,candidate_type,token_count,text_sha256,exact_text_present_in_other_book
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP013,13,LTMD-CN4-G1972-VP013-F004,short_residual_candidate,3,f8f301265f16e2f0b733d6026957c2274cdf12f5000536a970a13aa589db60df,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP013,13,LTMD-CN4-G1972-VP013-F005,short_residual_candidate,11,ca8ca524d19adf1d10d8f5735cf9fb99a8ecaf47eb3c98968d7ad15ddb045bb4,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP013,13,LTMD-CN4-G1972-VP013-F006,instruction_candidate,14,adcd37f4829ca837e46c6651b8c5f22d83a8cdf65b1a66377e492129db52232e,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP013,13,LTMD-CN4-G1972-VP013-F007,short_residual_candidate,12,020e66013bd78225619f092223162b5fb7e5c3f2829c2428594dc07d6945eb8d,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP013,13,LTMD-CN4-G1972-VP013-F008,instruction_candidate,11,e66bd0e98f6dcf0340ab440cc96b7f35c833e851bec9ce45d42644e06ea82c70,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP013,13,LTMD-CN4-G1972-VP013-F009,short_residual_candidate,11,493db7f709de53488bcc9b79e609b430c8d290c0f5d70fcdabaf06f49fa465ae,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP013,13,LTMD-CN4-G1972-VP013-F010,short_residual_candidate,10,3243ce8447c47d454ff790ac4bb3d8d3e07f4a22861c8d4f909f70c8f30c9bae,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP013,13,LTMD-CN4-G1972-VP013-F011,short_residual_candidate,1,44cb730c420480a0477b505ae68af508fb90f96cf0ec54c6ad16949dd427f13a,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP014,14,LTMD-CN4-G1972-VP014-F001,expository_candidate,37,22c27d843599dd1228a6c482cdbb6fa4aa6228da9f6a240643c759b52101f5f2,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP014,14,LTMD-CN4-G1972-VP014-F002,short_residual_candidate,1,3d4bea3b9976a5ae0a54358ff9feb61a8fe78b72592f21af798faf2e4206a75e,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP014,14,LTMD-CN4-G1972-VP014-F003,expository_candidate,13,93d2119aeeff09825055a7594fda0457b15db178d1338afdd031a7a60df0c1d5,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP014,14,LTMD-CN4-G1972-VP014-F004,short_residual_candidate,9,c48ce0d189c20548019f1f605dd62f6df6e14bfb7be8e917674e07e77b7872ad,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP014,14,LTMD-CN4-G1972-VP014-F005,instruction_candidate,24,5e79f1e740dbb721e69b48bce4dbd75fcc4dc67e904b8cdfd5a724607735e807,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP014,14,LTMD-CN4-G1972-VP014-F006,short_residual_candidate,12,cde41390c7b13ffb379be041af77359b7b40a4b9ab2b11ef35587a6e8025699d,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP014,14,LTMD-CN4-G1972-VP014-F007,short_residual_candidate,4,1d096d352bc2f251a74427fe41c57388a50408a45e6846403595c56d23114c9a,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP014,14,LTMD-CN4-G1972-VP014-F008,short_residual_candidate,1,0a64ce10853f25cb3dc3f7d498f62d72b406be37ba8caf5aa7671414d9696049,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP015,15,LTMD-CN4-G1972-VP015-F001,short_residual_candidate,11,eb2fcdbfadc6700ec4a7859f3cc01d0178f195cac54e087d8d6cfa84ea301ba6,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP015,15,LTMD-CN4-G1972-VP015-F002,expository_candidate,32,2624ec2951bff7d37ed3fb81b058c084ea465129cdb3f663c416d3a5f5c5e1d0,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP015,15,LTMD-CN4-G1972-VP015-F003,instruction_candidate,13,bc18a14e640d1ee11574a3cf0cde3ca7af4540595d98c0d3922cc0b75bb8c325,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP015,15,LTMD-CN4-G1972-VP015-F004,instruction_candidate,14,cb1edb4ad04bcd4f2288639bd918416b4cb126467bfceba578c25b008c884f64,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP015,15,LTMD-CN4-G1972-VP015-F005,short_residual_candidate,1,811786ad1ae74adfdd20dd0372abaaebc6246e343aebd01da0bfc4c02bf0106c,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP016,16,LTMD-CN4-G1972-VP016-F001,short_residual_candidate,4,f107470c128be6c464a69b5024bc940bb9496b8cabce185ebb8225c6586318bf,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP016,16,LTMD-CN4-G1972-VP016-F002,question_candidate,12,59c8862f35f1986f2363437c7cf5fee8a72347d9df96a5f6f1dd89023b174119,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP016,16,LTMD-CN4-G1972-VP016-F003,question_candidate,7,f9496819a07bf19469a841bd3da13da1b6cb01dc8a5b31c57438606bdb7cba0c,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP016,16,LTMD-CN4-G1972-VP016-F004,question_candidate,9,bb427691fb39fc7249cb32900397d667012aa512209fa554d0a8f6d4a8d9e72e,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP016,16,LTMD-CN4-G1972-VP016-F005,expository_candidate,34,349cf62b70ecf32a4cc5e4d4de505df8932c16b02eb2c9f831523778d0965847,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP016,16,LTMD-CN4-G1972-VP016-F006,instruction_candidate,8,78b5a0734269b4e17a60a744df42c8f15bd12a268f79be02632935e59aed5eb5,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP016,16,LTMD-CN4-G1972-VP016-F007,instruction_candidate,27,99c6366055db747e8e034d80d680711f6814b60dadc1a15f3c8a66eff8d991fd,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP016,16,LTMD-CN4-G1972-VP016-F008,short_residual_candidate,1,b17ef6d19c7a5b1ee83b907c595526dcb1eb06db8227d650d5dda0a9f4ce8cd9,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP017,17,LTMD-CN4-G1972-VP017-F001,activity_candidate,29,df32d968eacfdaf4caa31427ce9a48c185a46e4a0e33b7b7ffcb36b820c77b08,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP017,17,LTMD-CN4-G1972-VP017-F002,instruction_candidate,14,0582d96efe65cfb86a4801df487cfc58b4a99f4b4fc68e97b4d1a087421b4083,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP017,17,LTMD-CN4-G1972-VP017-F003,instruction_candidate,20,d15d84b3a6a06b791c4d42fd0489ca8d9e91fcf02f5d1de42c6fe48af4765363,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP017,17,LTMD-CN4-G1972-VP017-F004,short_residual_candidate,8,68a8f33b99a4a48b8b024b25b820eccd5930473f1e3338a26343db78da104db8,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP017,17,LTMD-CN4-G1972-VP017-F005,instruction_candidate,23,ef833bc53e5b41f374c71bb15a4c79cc0440b45c889d1dee293c3bff0de27a06,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP017,17,LTMD-CN4-G1972-VP017-F006,short_residual_candidate,1,1d28c120568c10e19b9d8abe8b66d0983fa3d2e11ee7751aca50f83c6f4a43aa,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP018,18,LTMD-CN4-G1972-VP018-F001,question_candidate,5,7fc1ab367982d3554c61061e0da2ecd92ff7e12a8b173f7e5794beee1adf2154,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP018,18,LTMD-CN4-G1972-VP018-F002,short_residual_candidate,10,2dc911bc5dcb6a77137725d8e3fdc0e08c540e93b4c21bdd3fd6bf4a3bab545d,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP018,18,LTMD-CN4-G1972-VP018-F003,short_residual_candidate,10,37238b9352d4b874434beaa6575c7b95c99023eed2ae53115071f447f0bd91f4,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP018,18,LTMD-CN4-G1972-VP018-F004,question_candidate,5,62b44c2ea7eaa63f6573cca237e48ea9ec5f375119a9b4e2ccef2471e674b6f3,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP018,18,LTMD-CN4-G1972-VP018-F005,instruction_candidate,13,ba91b42b767b0738298594a776f4b5578bac7119c66d8c9a20e7ff5f5a859f17,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP018,18,LTMD-CN4-G1972-VP018-F006,expository_candidate,14,26741494c18f3bb0e173ac5047430e3f58bd548a6ef615491a65b2ee64c23557,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP018,18,LTMD-CN4-G1972-VP018-F007,instruction_candidate,11,929f54b74da7bdd83ec8957e4b698dcb8dae1b8d0362ad55ee0cffef1541828f,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP018,18,LTMD-CN4-G1972-VP018-F008,expository_candidate,25,6922e942930e021c31d386a961cf0a090136c0cf008c4458dda6e3cebba5cd44,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP018,18,LTMD-CN4-G1972-VP018-F009,instruction_candidate,9,3ff57acc3abdea33a1a4cd172b52b5caec2a21b1d474b985185aac1e73c65049,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP018,18,LTMD-CN4-G1972-VP018-F010,instruction_candidate,1,34c43e0d4229cb537c30bdb7789296ddd40748b1dadccef6c8d564079a180a5d,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP018,18,LTMD-CN4-G1972-VP018-F011,instruction_candidate,22,d027a94a614d3bb2f9318e223d36dfbe17c49dbc7989acf8563756b6b0369a21,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP018,18,LTMD-CN4-G1972-VP018-F012,instruction_candidate,24,87240a2f7b69bcf1caf70498c7beb82599123ec7627c839d23ed726ea29bf1d3,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP018,18,LTMD-CN4-G1972-VP018-F013,instruction_candidate,21,44f915cb61a7b42f83887a583a8d2136a00f242dd50bcba63c40e2b51e856a2d,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP018,18,LTMD-CN4-G1972-VP018-F014,short_residual_candidate,2,68f9183d1e47fc9cea3f19028ccc5b86031906846900c675053f0ca77644986e,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP018,18,LTMD-CN4-G1972-VP018-F015,expository_candidate,18,14367fa17c66270a18a7287be6f18487d53e2a36e65b76d82e091f354290ab1f,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP018,18,LTMD-CN4-G1972-VP018-F016,question_candidate,4,a0162a3acbbfc122c82718ba0ad59f0d93b1018e8fb4cd41095d666f4d57fd49,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP018,18,LTMD-CN4-G1972-VP018-F017,question_candidate,12,1eb04249c5115d5c4a16207d30b7ead28f56c02933180800825fef1f12fe5789,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP018,18,LTMD-CN4-G1972-VP018-F018,question_candidate,12,e9f9614733360959dbd73bca1c439902c91717c1022a429d6b73f74fc88a88a8,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP018,18,LTMD-CN4-G1972-VP018-F019,short_residual_candidate,9,e55edc39090a97fbf9d3786da18537d0b9e0dea039fb70afeda20f734656c988,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP018,18,LTMD-CN4-G1972-VP018-F020,short_residual_candidate,1,4ec9599fc203d176a301536c2e091a19bc852759b255bd6818810a42c5fed14a,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP020,20,LTMD-CN4-G1972-VP020-F001,question_candidate,8,0cef4caf5ea50fcb37b63119b4b59074d2304383ab78b5d1868782737e8e4cdc,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP020,20,LTMD-CN4-G1972-VP020-F002,expository_candidate,19,8c01c4638d5a967bfe02a01f3119885484bfe30c1a67b48c566f4049b368fed1,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP020,20,LTMD-CN4-G1972-VP020-F003,question_candidate,7,9caf8d5a3dd965e848603b6665e991829395be126f71cc47de6d62570637552e,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP020,20,LTMD-CN4-G1972-VP020-F004,question_candidate,4,416a38b6276134743410cace8b229a942e33aa7f3aaed578fe43d9aab5cb5c0c,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP020,20,LTMD-CN4-G1972-VP020-F005,question_candidate,7,97cbc12d51f72d58abd45b5d632bb7f06a11e50934f9307395f4eaaeded1a662,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP020,20,LTMD-CN4-G1972-VP020-F006,instruction_candidate,7,03019928711f31c456e7c61b53935c494dcd1f4d3868fbef1a37127f27cbd002,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP020,20,LTMD-CN4-G1972-VP020-F007,instruction_candidate,34,5c1cd688721126abe72d1cdb8b64827e6185706e0db1778a5eb639503e874988,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP020,20,LTMD-CN4-G1972-VP020-F008,expository_candidate,25,6c35c8ab31845d5868c9ec88e126ca6402d1e43164ab763991b675bf7a44dffe,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP020,20,LTMD-CN4-G1972-VP020-F009,question_candidate,8,35048cc8c5f18cf2152c63bda7f57217843f00f7ae461cf61440a34dfae681ef,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP020,20,LTMD-CN4-G1972-VP020-F010,question_candidate,5,346fbe54e4a558ff0c9e30be3767124ba8a19783afdbf46adf12638e02a945a6,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP020,20,LTMD-CN4-G1972-VP020-F011,question_candidate,8,ab2f5b76a26115b592e3bf67a45a76d5607b0d20f6f6be86ec8c305b23f3473d,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP020,20,LTMD-CN4-G1972-VP020-F012,question_candidate,10,064c97fbbd13373b75b302ef37be4824adf98765e8751cde34aff6d49690c8b2,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP021,21,LTMD-CN4-G1972-VP021-F001,short_residual_candidate,10,33614ecd45fcd82bb0d8e745f235bc2152be0d877867c0ba8d436a5cc16ad2d7,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP021,21,LTMD-CN4-G1972-VP021-F002,short_residual_candidate,10,ddb6d497c6c6b2bf2e5cfd8782fefce8de267cb41f03b2b775e5be63b318a2d3,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP021,21,LTMD-CN4-G1972-VP021-F003,instruction_candidate,14,9101d1e44a4780c034ab433020ef5df4b2207a0a64c6c0b7a351dde28b6e3a26,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP021,21,LTMD-CN4-G1972-VP021-F004,instruction_candidate,16,ed0d7fe16683f0f00cb92e85105223ad503f3a307b1dc35aa3c2b11c5e246dbf,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP021,21,LTMD-CN4-G1972-VP021-F005,short_residual_candidate,11,77017de621574815e46a62983d1f094ba338a61056cbab3980fd9ae38973573b,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP021,21,LTMD-CN4-G1972-VP021-F006,expository_candidate,13,7843116fbabc73281cad92b9a12c0b1fc9c2222aabb2618b25f08a93cb7c045b,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP021,21,LTMD-CN4-G1972-VP021-F007,short_residual_candidate,11,ee086ca637556b946f08d7f65d4f09bac88a9157c033f59b4b44d3551f0c608e,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP021,21,LTMD-CN4-G1972-VP021-F008,expository_candidate,16,c34eba3a1d70ae174a8693ef30d950a87a3c007bd08ad4ea3e1540e774315020,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP021,21,LTMD-CN4-G1972-VP021-F009,instruction_candidate,14,fa75535c9e527414c6bcf80134de3f4cb4690cd86aaf60ac154eaabbcf244f82,1
CN46_FRAGMENT_OVERLAP_0.1,LTMD-CN4-G1972,LTMD-CN4-G1972-VP021,21,LTMD-CN4-G1972-VP021-F010,short_residual_candidate,7,018206df30099433b227163f328131e146ff493055aed9d8bd636ae35cb69a62,1
