processing_version,viewer_key,catalog_generation,grade_code,title_core,source_gate_decision,processing_mode,canonical_processing_viewer_key,ocr_identity_eligible,is_canonical_processing_object,declared_positions,direct_source_jpegs,persistent_internal_source_gaps,evidence_basis,block_reason,interpretive_limit
LTMD_U1_W7_PROCESSING_0.1,H2011P3CI308,2011,3,FORMACIÓN CÍVICA Y ÉTICA,ocr_source_admitted,direct_canonical,H2011P3CI308,1,1,114,113,0,source_admitted_no_complete_byte_exact_alias,,Operational OCR topology only; catalog identity and curricular interpretation remain independent of processing status.
LTMD_U1_W7_PROCESSING_0.1,H2011P4CI315,2011,4,FORMACIÓN CÍVICA Y ÉTICA,ocr_source_admitted,direct_canonical,H2011P4CI315,1,1,130,129,0,source_admitted_no_complete_byte_exact_alias,,Operational OCR topology only; catalog identity and curricular interpretation remain independent of processing status.
LTMD_U1_W7_PROCESSING_0.1,H2011P5CI326,2011,5,FORMACIÓN CÍVICA Y ÉTICA,ocr_source_admitted,direct_canonical,H2011P5CI326,1,1,130,129,0,source_admitted_no_complete_byte_exact_alias,,Operational OCR topology only; catalog identity and curricular interpretation remain independent of processing status.
LTMD_U1_W7_PROCESSING_0.1,H2011P6CI336,2011,6,FORMACIÓN CÍVICA Y ÉTICA,ocr_source_admitted,direct_canonical,H2011P6CI336,1,1,130,129,0,source_admitted_no_complete_byte_exact_alias,,Operational OCR topology only; catalog identity and curricular interpretation remain independent of processing status.
LTMD_U1_W7_PROCESSING_0.1,H2014P1FCA,2014,1,Formación Cívica y Ética,ocr_source_admitted,direct_canonical,H2014P1FCA,1,1,162,161,0,source_admitted_no_complete_byte_exact_alias,,Operational OCR topology only; catalog identity and curricular interpretation remain independent of processing status.
LTMD_U1_W7_PROCESSING_0.1,H2014P2FCA,2014,2,Formación Cívica y Ética,ocr_source_admitted,direct_canonical,H2014P2FCA,1,1,154,153,0,source_admitted_no_complete_byte_exact_alias,,Operational OCR topology only; catalog identity and curricular interpretation remain independent of processing status.
LTMD_U1_W7_PROCESSING_0.1,H2014P3FCA,2014,3,Formación Cívica y Ética,ocr_source_admitted,direct_canonical,H2014P3FCA,1,1,114,113,0,source_admitted_no_complete_byte_exact_alias,,Operational OCR topology only; catalog identity and curricular interpretation remain independent of processing status.
LTMD_U1_W7_PROCESSING_0.1,H2014P4FCA,2014,4,Formación Cívica y Ética,ocr_source_admitted,direct_canonical,H2014P4FCA,1,1,130,129,0,source_admitted_no_complete_byte_exact_alias,,Operational OCR topology only; catalog identity and curricular interpretation remain independent of processing status.
LTMD_U1_W7_PROCESSING_0.1,H2014P5FCA,2014,5,Formación Cívica y Ética,withheld_source_gap,withheld_source,,0,0,225,224,1,isolated_internal_unserved,isolated_internal_unserved,Operational OCR topology only; catalog identity and curricular interpretation remain independent of processing status.
LTMD_U1_W7_PROCESSING_0.1,H2014P6FCA,2014,6,Formación Cívica y Ética,ocr_source_admitted,direct_canonical,H2014P6FCA,1,1,210,209,0,source_admitted_no_complete_byte_exact_alias,,Operational OCR topology only; catalog identity and curricular interpretation remain independent of processing status.
LTMD_U1_W7_PROCESSING_0.1,H2018P3FCA,2018,3,Formación Cívica y Ética,withheld_source_subtree_unserved,withheld_source,,0,0,114,0,113,official_route_sample_3of3_404,official_route_sample_3of3_404,Operational OCR topology only; catalog identity and curricular interpretation remain independent of processing status.
LTMD_U1_W7_PROCESSING_0.1,H2018P4FCA,2018,4,Formación Cívica y Ética,withheld_source_subtree_unserved,withheld_source,,0,0,130,0,129,official_route_sample_3of3_404,official_route_sample_3of3_404,Operational OCR topology only; catalog identity and curricular interpretation remain independent of processing status.
LTMD_U1_W7_PROCESSING_0.1,H2018P5FCA,2018,5,Formación Cívica y Ética,withheld_source_subtree_unserved,withheld_source,,0,0,226,0,225,official_route_sample_3of3_404,official_route_sample_3of3_404,Operational OCR topology only; catalog identity and curricular interpretation remain independent of processing status.
LTMD_U1_W7_PROCESSING_0.1,H2018P6FCA,2018,6,Formación Cívica y Ética,withheld_source_subtree_unserved,withheld_source,,0,0,210,0,209,official_route_sample_3of3_404,official_route_sample_3of3_404,Operational OCR topology only; catalog identity and curricular interpretation remain independent of processing status.
LTMD_U1_W7_PROCESSING_0.1,H2019P1FCA,2019,1,Formación Cívica y Ética,ocr_source_admitted,direct_canonical,H2019P1FCA,1,1,162,161,0,source_admitted_no_complete_byte_exact_alias,,Operational OCR topology only; catalog identity and curricular interpretation remain independent of processing status.
LTMD_U1_W7_PROCESSING_0.1,H2019P2FCA,2019,2,Formación Cívica y Ética,ocr_source_admitted,direct_canonical,H2019P2FCA,1,1,154,153,0,source_admitted_no_complete_byte_exact_alias,,Operational OCR topology only; catalog identity and curricular interpretation remain independent of processing status.
LTMD_U1_W7_PROCESSING_0.1,H2019P3FCA,2019,3,Formación Cívica y Ética,ocr_source_admitted,direct_canonical,H2019P3FCA,1,1,114,113,0,source_admitted_no_complete_byte_exact_alias,,Operational OCR topology only; catalog identity and curricular interpretation remain independent of processing status.
LTMD_U1_W7_PROCESSING_0.1,H2019P4FCA,2019,4,Formación Cívica y Ética,ocr_source_admitted,direct_canonical,H2019P4FCA,1,1,130,129,0,source_admitted_no_complete_byte_exact_alias,,Operational OCR topology only; catalog identity and curricular interpretation remain independent of processing status.
LTMD_U1_W7_PROCESSING_0.1,H2019P5FCA,2019,5,Formación Cívica y Ética,ocr_source_admitted,direct_canonical,H2019P5FCA,1,1,226,225,0,source_admitted_no_complete_byte_exact_alias,,Operational OCR topology only; catalog identity and curricular interpretation remain independent of processing status.
LTMD_U1_W7_PROCESSING_0.1,H2019P6FCA,2019,6,Formación Cívica y Ética,ocr_source_admitted,direct_canonical,H2019P6FCA,1,1,210,209,0,source_admitted_no_complete_byte_exact_alias,,Operational OCR topology only; catalog identity and curricular interpretation remain independent of processing status.
